run_id,phase,method,scale,cfg.model.name,cfg.model.dtype,cfg.seed,cfg.paths.data_root,cfg.paths.qd_data_root,cfg.paths.qd_temporal_data_root,cfg.paths.output_root,cfg.paths.checkpoint_root,cfg.wandb.project,cfg.wandb.enabled,cfg.method,cfg.K,cfg.beta,cfg.replay_pct,cfg.partial_match_threshold,cfg.max_new_tokens,cfg.gold_nll_alpha,cfg.gold_nll_gate_threshold,cfg.always_apply_gold_nll,cfg.training.lr,cfg.training.epochs,cfg.training.batch_size,cfg.training.gradient_accumulation_steps,cfg.training.max_seq_length,cfg.training.bf16,cfg.cache_path,cfg.task_anchor_alpha,cfg.task_anchor_n_samples,cfg.kl_lambda,round
seq_copr_round_3_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_3_qd_scale200/copr_cache.json,,,,3
seq_copr_round_4_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_4_qd_scale200/copr_cache.json,,,,4
seq_copr_round_5_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_5_qd_scale200/copr_cache.json,,,,5
seq_copr_round_6_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_6_qd_scale200/copr_cache.json,,,,6
seq_copr_round_7_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_7_qd_scale200/copr_cache.json,,,,7
seq_copr_round_8_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_8_qd_scale200/copr_cache.json,,,,8
seq_copr_round_9_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_9_qd_scale200/copr_cache.json,,,,9
seq_copr_round_10_qd_scale200,phase3_sequential,copr,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_round_10_qd_scale200/copr_cache.json,,,,10
seq_copr_anchored_round_1_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_1_qd_scale200/copr_cache.json,0.3,4,,1
seq_copr_anchored_round_2_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_2_qd_scale200/copr_cache.json,0.3,4,,2
seq_copr_anchored_round_3_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_3_qd_scale200/copr_cache.json,0.3,4,,3
seq_copr_anchored_round_4_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_4_qd_scale200/copr_cache.json,0.3,4,,4
seq_copr_anchored_round_5_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_5_qd_scale200/copr_cache.json,0.3,4,,5
seq_copr_anchored_round_6_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_6_qd_scale200/copr_cache.json,0.3,4,,6
seq_copr_anchored_round_7_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_7_qd_scale200/copr_cache.json,0.3,4,,7
seq_copr_anchored_round_8_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_8_qd_scale200/copr_cache.json,0.3,4,,8
seq_copr_anchored_round_9_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_9_qd_scale200/copr_cache.json,0.3,4,,9
seq_copr_anchored_round_10_qd_scale200,phase3_sequential,copr_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_anchored_round_10_qd_scale200/copr_cache.json,0.3,4,,10
seq_copr_gold_injection_round_1_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_1_qd_scale200/copr_cache.json,,,,1
seq_copr_gold_injection_round_2_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_2_qd_scale200/copr_cache.json,,,,2
seq_copr_gold_injection_round_3_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_3_qd_scale200/copr_cache.json,,,,3
seq_copr_gold_injection_round_4_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_4_qd_scale200/copr_cache.json,,,,4
seq_copr_gold_injection_round_5_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_5_qd_scale200/copr_cache.json,,,,5
seq_copr_gold_injection_round_6_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_6_qd_scale200/copr_cache.json,,,,6
seq_copr_gold_injection_round_7_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_7_qd_scale200/copr_cache.json,,,,7
seq_copr_gold_injection_round_8_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_8_qd_scale200/copr_cache.json,,,,8
seq_copr_gold_injection_round_9_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_9_qd_scale200/copr_cache.json,,,,9
seq_copr_gold_injection_round_10_qd_scale200,phase3_sequential,copr_gold_injection,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection,8,0.1,0.05,0.5,128,0.0,0.0,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_round_10_qd_scale200/copr_cache.json,,,,10
seq_copr_gold_injection_anchored_round_1_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_1_qd_scale200/copr_cache.json,,,,1
seq_copr_gold_injection_anchored_round_2_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_2_qd_scale200/copr_cache.json,,,,2
seq_copr_gold_injection_anchored_round_3_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_3_qd_scale200/copr_cache.json,,,,3
seq_copr_gold_injection_anchored_round_4_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_4_qd_scale200/copr_cache.json,,,,4
seq_copr_gold_injection_anchored_round_5_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_5_qd_scale200/copr_cache.json,,,,5
seq_copr_gold_injection_anchored_round_6_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_6_qd_scale200/copr_cache.json,,,,6
seq_copr_gold_injection_anchored_round_7_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_7_qd_scale200/copr_cache.json,,,,7
seq_copr_gold_injection_anchored_round_8_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_8_qd_scale200/copr_cache.json,,,,8
seq_copr_gold_injection_anchored_round_9_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_9_qd_scale200/copr_cache.json,,,,9
seq_copr_gold_injection_anchored_round_10_qd_scale200,phase3_sequential,copr_gold_injection_anchored,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,copr_gold_injection_anchored,8,0.1,0.05,0.5,128,0.25,0.5,False,1e-05,3,4,4,512,True,outputs/seq_copr_gold_injection_anchored_round_10_qd_scale200/copr_cache.json,,,,10
seq_kl_reg_sft_round_1_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,1
seq_kl_reg_sft_round_2_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,2
seq_kl_reg_sft_round_3_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,3
seq_kl_reg_sft_round_4_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,4
seq_kl_reg_sft_round_5_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,5
seq_kl_reg_sft_round_6_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,6
seq_kl_reg_sft_round_7_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,7
seq_kl_reg_sft_round_8_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,8
seq_kl_reg_sft_round_9_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,9
seq_kl_reg_sft_round_10_qd_scale200,phase3_sequential,kl_reg_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,kl_reg_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,0.1,10
seq_naive_sft_round_1_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,1
seq_naive_sft_round_2_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,2
seq_naive_sft_round_3_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,3
seq_naive_sft_round_4_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,4
seq_naive_sft_round_5_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,5
seq_naive_sft_round_6_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,6
seq_naive_sft_round_7_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,7
seq_naive_sft_round_8_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,8
seq_naive_sft_round_9_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,9
seq_naive_sft_round_10_qd_scale200,phase3_sequential,naive_sft,200,Qwen/Qwen3-4B-Instruct-2507,bfloat16,42,./data,./data/qd,./data/qd_temporal,./outputs,./checkpoints,still-on-task,True,naive_sft,,,,,,,,,2e-05,3,8,2,512,True,,,,,10
